Mixed_X15,Mixed_X11,Mixed_X8,Mixed_X28,Mixed_X25,Mixed_X46,Mixed_X1,Mixed_X3,Mixed_X30,Mixed_X49,Mixed_X27,Mixed_X13,Mixed_X38,Mixed_X48,Mixed_X36,Mixed_X42,Mixed_X40,Mixed_X19,Mixed_X24,Mixed_X29,Mixed_X47,Mixed_X16,Mixed_X32,Mixed_X14,Mixed_X22,Mixed_X33,Mixed_X35,Mixed_X9,Mixed_X50,Mixed_X39,Mixed_X18,Mixed_X44,Mixed_X31,Mixed_X6,Mixed_X5,Mixed_X26,Mixed_X37,Mixed_X12,Mixed_X20,Mixed_X45,Mixed_X34,Mixed_X10,Mixed_X2,Mixed_X43,Mixed_X41,Mixed_X4,Mixed_X7,Mixed_X23,Mixed_X17,Mixed_X21
0.6996157959614905,1,-0.32269866544132997,2,3,1,5,0.357134838104755,0.5608347381408506,3.0619150555020056,-1.2713584591784386,1,3.795120777821943,5,0.4041075582218554,1.9735689645606058,3,1,0.627978071227794,0,0.7864247749629808,-0.6690507669658494,-2.735194847589793,1.022827954383313,3,3,0,-0.6061008099266959,3,2,0.5287095313405001,2,3,1.5294581854962455,2,-2.1067733179203545,0.8784158849459967,-1.5979771447173547,-1.2874327661731573,1,1.1700884909804434,1,-1.3014518968887225,0,3,6,1,0.2505002446231779,-0.8166821020928383,2
-0.474836109469076,0,1.2402270154969286,0,2,3,2,0.09988931970467803,0.035952707657919525,0.6413094950980004,-0.6156687146581528,1,-3.0481595147271103,3,-0.3957398198454086,-2.1104699530796354,3,0,-0.7940133310406857,5,1.8116164105737236,-0.7067950502661898,0.5873816269082319,-0.7884876458447266,3,3,4,-0.4628785728973602,2,0,-0.7606710629223375,0,2,-0.23832949010762422,3,-2.2935465421388397,1.170527532151824,-1.0263074298335706,-0.3136680113581507,2,0.017331697586402756,0,0.9237567504214381,2,2,2,0,-0.2887318913191288,-0.3765080210476169,5
-2.1814384288133692,1,-3.3571059174124724,1,4,2,3,-1.4894518656048599,1.2606984956997926,-0.07202683047638794,-0.791415751429722,3,-4.576025355998831,6,4.520550068198746,-0.860040655819103,6,0,2.744112466721812,0,0.34630527395491817,-2.7791405828039153,0.16561686656809793,-0.07208375928696459,3,5,0,-0.20575271959865826,3,1,-0.10478112483402761,0,3,-1.4669351022840662,0,-3.503879474653783,-4.644958490526539,0.8254431901002199,1.6124744098495052,1,-2.630188090720723,1,-2.1569168228861555,0,2,8,1,-0.3830325872665295,0.19423796481837086,5
1.7406271276493934,3,1.1019534750282285,2,3,3,1,-1.0081330047963284,0.9166351227556073,-1.1030562445965326,-0.7212495078695884,2,0.026363350951223996,4,-1.7002526659171773,-1.8209157884138616,7,1,2.8455743699792464,1,1.954986493512545,-0.09323774866167119,0.11362287789665784,1.2241933108162866,6,0,2,-0.766979066413678,3,2,-1.2762356778707737,2,3,-1.8200982962339975,2,-1.4561130571674255,1.7588746036903984,-1.79051474670848,-3.7606886721739623,2,0.9567876679374637,1,0.248126065009775,1,4,2,1,-0.5659678172117372,-0.1533103164707338,4
-1.2308110170622437,1,1.3816816490699648,1,1,3,2,0.8931099835865968,0.5988879653567896,2.433828368307969,0.6903878236400723,1,-5.635241295360954,7,1.586677234026451,-0.9621153196258574,1,1,1.8252232771579988,2,1.3050065367477495,1.1837822586712883,0.3231982720949176,1.54867816732113,1,1,1,1.891935642448256,3,0,2.1691008890514287,5,0,0.5754658926938429,1,1.3516110635896543,-0.3493689093484649,-0.01351492835387467,3.5164158833024537,0,0.2895780600755147,0,1.1317712821371775,2,1,3,0,1.7382622304716238,1.4999476248563568,5
-0.10192191917879802,2,1.2707227809741513,2,0,1,1,0.49591649105992813,3.036132312735653,0.4596533404436207,-1.6855830726502947,2,-3.3960433539439427,0,-5.003029942995951e-06,-0.25647364657195904,2,1,-3.2182986701576275,2,0.7926263536891911,0.4807074374830922,-1.4286307552666058,-2.2176202258961686,2,0,2,0.9013567150506797,3,2,-0.1338858920573333,0,0,-1.401024242798181,0,-1.9547228433087773,-0.778289790055084,1.1825142815485807,-0.25168518628784453,3,-2.1770897075554494,0,-0.03398784864364266,1,3,1,1,2.331351361537718,0.4421385100662194,4
0.5655039309292611,3,-1.0216197449506292,2,2,1,4,1.538094339877878,3.9341887169019447,-0.14082044309593902,-0.19835681717694276,0,-0.2506934749607892,7,2.922028613316244,-0.45308278767025034,3,1,-0.2997858821169538,1,2.446695047415306,0.1054391203081028,0.8272912401493415,-0.6834499728521265,6,1,0,1.2703135875440827,5,0,1.2565803307217542,6,0,-1.4273718743158987,2,-2.5164163260634567,3.533807918658038,-0.41772525655164733,-1.8875806661410217,0,1.1215161584208857,1,-0.7120747945114434,2,1,8,0,-0.28494763480676377,0.9310842665946147,0
-2.832330384055144,3,0.3744628577253186,1,3,0,1,-1.1370320863256942,2.8445025370685038,2.024593419717262,-3.575290559682869,3,0.7853396688635272,1,0.6228969951360659,0.3089215657689832,8,0,3.908844946532748,5,-1.4235546219177555,1.9567782868099381,-2.340989401786688,2.5170220051030423,0,0,0,2.4864130477324298,3,1,3.0416380889285892,2,0,-0.9578585074828132,1,-3.178370373593765,1.5598973940781926,0.3997645168511809,1.0854825828670664,1,1.303487872792568,1,-1.5757422438781339,2,2,8,1,-0.1316116835425074,-0.8872679575912282,3
3.3468552181503686,0,1.453207567119606,2,4,1,0,1.2131259939114467,2.3042975699690933,1.067410194412964,1.1282382370531792,2,0.41750972241749285,4,0.2643685671583017,1.2602802700220834,4,1,2.399110985565913,2,3.357709672550536,-1.8834482379597555,1.3280301015613099,0.25344836246492014,3,2,4,-1.6774361549036119,5,0,3.145235630606742,6,0,0.5886974582996075,2,0.9383559485676602,1.0182131904198126,-0.41561037556164465,-1.6215496730090933,1,2.1490265695021105,1,-1.0361346426628812,0,3,2,0,1.276237653937354,0.9098393845470555,0
-0.3545152753284334,0,0.2706454070991401,1,1,1,5,1.6700488642040252,-0.5733123874782107,0.6023925655350347,-1.63689774851858,2,2.008834525629354,4,-1.509156730563733,-2.7850547663393286,3,0,-0.8663834372932973,0,-3.7611823039509504,2.3835328050433877,1.4895512826417898,-0.7938274548428332,6,4,2,1.4614917325183439,1,0,-2.6296562143283464,0,3,0.20877812589499709,2,-2.7342764888946,-0.6096056993371725,-1.690103506687358,-0.4427200267675335,4,1.4086701485958284,0,1.1403954237081406,2,4,8,0,-0.07319115713676472,1.098871523512142,3
