Mixed_X21,Mixed_X20,Mixed_X12,Mixed_X37,Mixed_X50,Mixed_X31,Mixed_X32,Mixed_X48,Mixed_X13,Mixed_X6,Mixed_X4,Mixed_X30,Mixed_X40,Mixed_X38,Mixed_X28,Mixed_X36,Mixed_X35,Mixed_X29,Mixed_X43,Mixed_X27,Mixed_X2,Mixed_X45,Mixed_X26,Mixed_X18,Mixed_X9,Mixed_X10,Mixed_X49,Mixed_X34,Mixed_X8,Mixed_X22,Mixed_X24,Mixed_X41,Mixed_X1,Mixed_X33,Mixed_X7,Mixed_X3,Mixed_X47,Mixed_X39,Mixed_X11,Mixed_X23,Mixed_X17,Mixed_X25,Mixed_X19,Mixed_X14,Mixed_X16,Mixed_X15,Mixed_X46,Mixed_X5,Mixed_X44,Mixed_X42
4,1.303892991332456,1.9478756383591416,7,-0.4458967036309344,0,-2.4767299724660896,2,-1.6376978361984664,2.8943595760832985,4,1,0,0,3.564414896481063,1,-0.5254993667787174,5,2,0.6036136385860811,-0.034810559927259385,-1.5565772687877382,0.39305620359418664,2.013036899558993,1,0,1,4,2,-2.4693349933699578,-2.1690344733149542,3.6025886939325327,-1.6258603780788943,5,-1.5258317248031168,1,3,-0.8169911987485489,6,-0.026394289663787925,2.368099234484068,2,2,0.85410994575355,4,5,-0.013808530670736952,7,-1.6255167626208444,-2.9391037717147186
8,-0.5068466358044774,3.069938710131322,3,0.12992084355513472,1,-1.348827251371835,2,0.48546866433717767,2.0183947958818558,4,1,1,0,-0.6954852402881274,1,2.994615157319839,2,6,2.2420357680714966,-0.2165343215594062,-2.3399137819101137,-0.5249231356292914,0.26862716785106705,0,2,1,1,0,0.603226259053208,-0.5724729211728938,-1.1725053704734631,-0.4059622726472936,6,-2.833363225268172,0,1,-1.2966451687736957,0,-1.7578765781829373,0.4328322509898502,2,2,1.5528140305040143,6,4,0.9175016648138299,7,2.7892330353799353,0.9391628524860849
7,1.996352479381955,-0.8562965274679304,2,0.4840746107423009,1,1.5227486707358773,7,-0.3792783145124744,0.21393726969227925,4,5,1,1,-1.0827792432370649,2,-2.9733786245135336,3,0,-1.1809077656689515,0.7145478240471703,-1.533097256266994,-1.5814737097168852,0.9471052032962858,1,0,1,1,1,-3.201704445294868,-0.12647798919609904,-2.0590895495749524,0.15104676435134537,3,-0.9542562850890369,0,1,-0.4134710691737883,3,0.563583267660568,-2.0950700159567135,0,3,-0.49999470153519865,1,4,-0.691912775439368,2,2.4596070542704283,-1.9689671708621515
5,3.0728735362746833,2.156973699019256,1,-3.982846109191127,0,0.49027521171279453,6,-0.4632679060937513,-2.1274543600598124,3,3,0,1,-0.9552058252305375,0,-2.853955286083842,3,2,-1.9264196872352264,-1.4409153219584085,0.7579450362923802,-3.6864895538546176,0.2988812097632985,0,2,3,0,3,-0.6633158019858705,-0.6938240407163168,-0.5240065536582312,0.4625803826981345,4,2.1346941227585288,1,3,-0.24209185536500594,1,-0.7022539903105106,1.460005851322323,1,4,-0.71662519202792,6,5,0.1926787035719768,6,-0.38777430795365825,-2.399859716348569
7,0.10197993565782548,-1.7566871108495297,1,1.2379922408885835,3,-0.8846302966339552,1,0.07631519541287275,-0.9759788944302904,1,0,2,1,1.790626144313886,2,0.3541308355894637,1,5,-0.07696958861290562,-0.5349409713954822,-1.2821075178236003,-0.27408675349005496,-1.6794632817903405,1,0,1,3,4,1.2986486516419509,-2.49609055057417,-2.5472640124467207,0.5469989606374461,3,1.6741478857477614,0,1,-1.4940130588687324,2,3.234609478568039,-3.0860620852986766,0,3,0.49044779388184356,5,3,2.6186404033226967,0,-2.627508568410057,1.975860675825327
8,-0.9846301403181354,-2.764766940806948,6,1.380544146413517,3,1.71218186065698,1,0.8769114397645404,-0.8130715923658248,4,5,2,1,0.9988559645961791,1,0.5172282078391376,0,6,0.7999090916151206,1.6656215065298428,0.47020305737203844,0.044781375081779706,-0.7938423465251061,2,1,0,4,4,1.3974178351202466,0.26849482847465533,-2.1224227059317715,1.0927335797648097,1,0.17706622434499392,1,3,0.7295794912326194,5,0.3228678053295554,-1.9886560771547188,1,1,1.347503198280588,5,1,2.755361790587326,4,-2.0002979928162685,2.9550237408866007
0,-2.368128215448428,1.3543239848492392,3,2.1349923813750236,3,-0.9811220139925775,3,1.3565541861008494,0.09412575343777398,2,6,2,0,-0.2913122723638506,1,1.778439711599369,2,4,2.6700673899143195,0.5734477647454379,-1.0504331569441931,1.3742614095724999,2.0769605872209698,2,0,2,6,7,2.50933323922745,0.8527369459415097,2.0674562851810054,0.15257978412045872,6,-0.08314492358917996,1,2,-2.1629649077619066,2,-1.7109887575470484,2.053976107344874,1,3,-1.7730200810537862,0,4,-0.5029183808384843,0,-1.4123791881250098,1.7768759408041142
6,3.614556516297784,-0.004066667084142342,7,1.1021867784684842,3,2.259715187172408,1,-1.9597647284786333,2.1948829639289973,2,1,0,0,-1.4221951970743205,0,-1.772856513280441,1,6,4.106124480521485,-1.982935915008759,-3.6878560718883686,0.12736620218782058,-0.6724015863489865,2,2,1,5,2,0.38102884545500015,0.2288896728944989,-0.7193140943979661,0.08361111624569544,2,-2.8341703507237366,0,2,0.3139115445913194,1,-0.9393117606010908,-0.46780704397858275,2,4,-2.016592258696533,5,3,-0.19550355310864231,1,-0.7119725258161917,-0.42107271763149073
7,-2.2466190773103714,-0.5825290478652054,3,-2.7242019444267704,2,0.4722930426561023,6,0.9846394513672698,0.2211827075894938,1,6,2,1,0.9103972991799347,1,1.7395701997099249,6,5,-1.7832931569416306,1.1199465697565187,2.0601627253309305,0.6997246255362567,-0.33667206576666675,1,1,3,1,1,0.5659935021441621,-0.25743118310986435,-5.196012480407277,1.1291165851451033,2,2.5388196448347693,1,3,1.7793332155404717,0,0.49709961215594667,-2.3846312707797424,0,2,0.7799861543853723,1,2,2.1938786321439947,4,-1.2804638109581667,1.0958646318264245
5,0.17069972925499788,-1.4871821996173797,5,-2.6199146318395448,3,-0.06254142300844645,0,-0.27870037390636826,-0.9409403268194196,3,5,2,0,-1.6710891490094166,0,1.5672689850674462,6,6,0.8078273589322291,-2.074883081784229,-1.1422421288738827,0.3523271032432729,0.5732099447130414,0,2,1,1,3,1.046610349351956,-0.21511944080501433,0.9559670869936013,-0.9322360306206765,5,-1.028516936906179,0,3,-1.7836399012440194,6,1.3040665092837775,-0.006241728961207889,0,3,-2.0743304594464855,0,2,-1.5869923089659381,6,0.5594488357987328,1.3487551956017683
5,-1.59731726711062,-1.0027673078114128,2,-1.0401775482763371,2,1.1396735519662406,5,0.20634518558571333,2.778596561275149,0,1,2,0,1.019023284354949,1,1.3161947443952096,0,0,-3.1289827402556893,-0.7111862161490797,4.471639117225474,-0.6300576459524813,0.7767681611167815,2,0,3,5,2,2.1487187002363,-1.0292125706196775,0.008773140395924417,-0.4585027523374686,3,-1.9008185435654215,0,0,-0.5427402271701319,1,0.9549452516391085,-0.015565044656729119,2,1,-0.2605502898861024,4,4,-1.0608085753141154,0,-0.25730795756634084,3.548633911579004
5,-1.174814473498837,0.33224044379047285,4,1.9581367224141475,2,-2.566613519756812,3,-0.32134572543582135,2.42342735744689,1,0,2,0,1.1339798490016282,3,5.198656943888604,4,7,-4.0855650705939786,-1.0474462361142163,1.0823665691032325,-0.9124583710158763,-0.012752131228039351,2,2,3,1,6,-0.6727845167705958,1.7247928993339117,-0.7366470288188078,0.7740130252091829,2,-4.561889839268442,0,3,-0.32661779992725126,3,1.02902978350313,0.28427769751772713,2,3,2.4482374868972014,5,0,0.7085613315383623,2,0.8622540484900163,-0.22399644628878568
8,1.110608570817301,-0.29144920558630966,4,-0.8109492167658809,2,0.5836533155968614,5,-1.0025586030212055,0.09429261813141829,0,1,2,1,-0.5352049860726708,1,0.0932710321073551,5,4,-0.9864675058966562,-0.9852080241334797,-0.9204159917507481,0.2862745821108666,0.06278448292470276,2,1,1,0,0,2.4849290203173906,0.7359652592541079,-0.8821475780658818,0.20250403287328814,0,-0.06413816810182793,0,2,-0.40954451163430927,4,0.12523652166874416,-0.5142146932727935,1,3,-0.5747843030254411,0,2,-1.5009635478002907,0,0.9675374476289887,2.124530518476127
1,-1.241613264870475,-1.4272168861761467,6,-0.051228250946686815,0,0.2311386606847614,1,0.5625568242272786,-0.1307757658904593,3,2,2,1,2.3392623920626003,2,-0.7619403124755667,5,7,-2.0893416910289657,-1.2349644891018379,2.171590175698018,-0.20450431183012918,-0.9824350374086451,0,0,2,3,3,0.8811552886236323,1.0764063720161605,-2.9931233279089944,-0.42569033434597253,5,1.204002917886512,0,2,0.010770428602603688,5,-1.510468098821011,-0.5206762635724197,1,2,1.1785020425111203,3,3,0.26981002444192004,0,1.181771189606096,3.5505624305128576
3,-0.5838614265126197,1.4385539896643746,3,1.0826730936225095,2,-0.48787197986034736,8,0.5818490852958658,1.421738101880296,3,1,2,0,-1.2849556644902598,3,-0.5767328912235747,3,1,-0.37974326329684216,-1.0303193898337017,-0.8423143277386319,-0.3163442987727493,0.04690632915174531,0,1,3,3,1,0.09773769210830277,-0.8101693433955903,5.27278972954015,-0.6090009737132045,7,-1.4711382048848458,1,1,0.9474947756144037,0,0.2700039878493028,3.065996489982815,2,0,0.09117988552102363,5,4,0.04043904875958004,3,-2.741275626801063,-4.125242084825751
7,-0.9033099623176463,0.24381361217601316,1,1.585408236312096,2,2.1573975956190394,5,-1.080772309426282,-0.4021054212865101,5,5,2,1,0.7163381127238768,1,-3.116925048688615,3,3,2.1563183678142397,-0.39595136836961087,-0.8958365773037699,0.15989209233713791,-2.321406329562693,1,0,1,5,6,-0.4648859549420552,1.8969662427591052,-3.7662702742243623,0.0854623982687627,7,2.3389696867078316,1,1,-0.7011436343429147,0,0.2878841202996333,-2.591093462501016,1,2,0.12921848820671467,5,3,1.5722302128059393,0,-0.16138663186160518,-1.6461746415832366
1,1.4690286466255702,-1.1482919572980859,2,-0.582103279043096,0,1.6228761697599077,0,-0.9978886509425832,-0.37687215615106096,3,4,0,1,2.783845869088341,2,-0.430679255331824,2,2,0.37781412475938647,1.3036358796527592,-2.717068555603332,-0.5735761168910753,2.2946836321715627,1,2,0,6,2,-1.2421265030693744,-0.3081659894588632,-1.1463375399196645,-1.947312077829912,6,0.7098569071901583,1,0,0.067734228420674,5,1.3185388926150854,-0.5257142136639771,1,1,-1.983479734350571,0,3,-1.668720944685836,4,3.0076212034993226,2.1432116145396054
3,-0.620197420694163,0.2271425462270491,6,0.7917182678767694,2,0.28942980109367816,5,0.6381027416670155,-0.8327815616472481,4,1,2,0,-2.2070377978501834,1,0.5393888507107754,4,0,2.4551241690977426,0.9373157338223418,-1.4832630486458491,4.172130015380232,-0.07304606597042412,1,1,0,3,6,-0.7492113321361062,-0.5464851756945638,2.1186811690976963,1.286269004070629,3,0.207745002571812,1,3,1.599465044391431,0,-3.986263638236636,0.7609488886684935,0,2,0.4297568336507392,1,5,1.1009163166633318,0,-1.5348829273971425,-1.706332357058916
8,-1.9783491202337538,-0.7821413991365352,5,-2.8978479149199132,1,-2.0064332614532505,7,0.9058837427914108,0.29335884658761635,0,5,2,0,0.7117376323137833,2,-4.324721889748057,4,2,-1.0771651862387182,0.3700249367620834,-0.2657254904897701,-0.9098282911110254,0.978308580334721,1,2,0,3,6,1.135226117046286,-1.5706933331581754,-0.3260326743052378,-0.9044152544973567,4,-1.5462185305899045,1,3,1.8237902298444046,0,-0.9134487569928819,-1.0707069528516153,2,4,-0.4746339975431371,5,4,-4.971985031397451,7,2.8519880392707395,0.7253579790346159
8,2.288328321782652,-0.6193234249427663,6,-0.9997795886964095,2,0.016511380433759465,3,-2.521178767282886,-2.022717988169113,0,0,0,1,0.979280237340978,3,-0.5873071840849604,3,5,4.938825410545003,1.4029036291202248,-2.8006706782115685,-1.5030931103762897,-0.7428337514502343,1,2,0,0,4,-0.3175927607496678,-1.3829548179975317,-0.3855257777691192,0.6841358064237216,2,0.2542507472730482,1,0,-1.0838303139604506,5,-0.4050046193010926,0.5736795835239291,2,0,0.6017006244898684,0,5,-0.1060514594317806,4,0.5737163027002236,-0.7556702909719204
