Edge
Nonlinear_X1 --> Nonlinear_X24
Nonlinear_X2 --> Nonlinear_X25
Nonlinear_X3 --> Nonlinear_X26
Nonlinear_X4 --> Nonlinear_X27
Nonlinear_X5 --> Nonlinear_X28
Nonlinear_X6 --> Nonlinear_X29
Nonlinear_X7 --> Nonlinear_X30
Nonlinear_X8 --> Nonlinear_X31
Nonlinear_X9 --> Nonlinear_X32
Nonlinear_X10 --> Nonlinear_X33
Nonlinear_X11 --> Nonlinear_X34
Nonlinear_X12 --> Nonlinear_X35
Nonlinear_X13 --> Nonlinear_X36
Nonlinear_X14 --> Nonlinear_X37
Nonlinear_X15 --> Nonlinear_X38
Nonlinear_X16 --> Nonlinear_X39
Nonlinear_X17 --> Nonlinear_X40
Nonlinear_X18 --> Nonlinear_X41
Nonlinear_X19 --> Nonlinear_X42
Nonlinear_X20 --> Nonlinear_X43
Nonlinear_X21 --> Nonlinear_X44
Nonlinear_X22 --> Nonlinear_X45
Nonlinear_X23 --> Nonlinear_X46
Nonlinear_X47 --> Nonlinear_X49
Nonlinear_X48 --> Nonlinear_X49
